code,network,name,latitude,longitude,elevation,created_at
SANI,IA,Sanana,-2.0497,125.9881,,2025-02-06 11:35:03
SAPSI,IA,Sausu,-1.000,120.464,,2025-02-06 11:35:03
SASI,IA,Simpang-Empat,0.1241,99.8754,,2025-02-06 11:35:03
SASM,IA,Sampoiniet,5.1272,95.6091,,2025-02-06 11:35:03
SATPI,IA,SarmiTimur,-1.972,138.870,,2025-02-06 11:35:03
SAUI,IA,Saumlaki,-7.9826,131.2988,,2025-02-06 11:35:03
SBBM,IA,Seririt,-8.2031,114.9179,,2025-02-06 11:35:03
SBJI,IA,Serang,-6.1117,106.1318,,2025-02-06 11:35:03
SBNI,IA,Sabu,-10.4917,121.8457,,2025-02-06 11:35:03
SBSM,IA,Sungai-Beremas,0.1979,99.3773,,2025-02-06 11:35:03
SBSSI,IA,Sigi Biromaru,-1.206,119.889,,2025-02-06 11:35:03
SCJI,IA,Gunung-Srandil,-7.681,109.1689,,2025-02-06 11:35:03
SCJM,IA,Sukaluyu,-6.8437,107.2221,,2025-02-06 11:35:03
SDCI,IA,Sindue,-0.4084,119.777,,2025-02-06 11:35:03
SDSI,IA,Sungai-Dareh,-0.9325,101.428,,2025-02-06 11:35:03
SDSM,IA,Sidikalang,2.7545,98.295,,2025-02-06 11:35:03
SEJI,IA,Senori,-7.0051,111.7288,,2025-02-06 11:35:03
SEMI,IA,Seram-UtaraTimur-Seti,-2.917,129.8209,,2025-02-06 11:35:03
SGKI,IA,Sangata,0.5302,117.6043,,2025-02-06 11:35:03
SGSI,IA,Sangihe,3.686,125.5286,,2025-02-06 11:35:03
SICJI,IA,Sidareja,-7.472,108.808,,2025-02-06 11:35:03
SIJI,IA,Sorong,-0.8691,131.2661,,2025-02-06 11:35:03
SIJM,IA,Sidoarjo,-7.410065,112.760449,,2025-02-06 11:35:03
SIRSI,IA,Siak,0.891736,101.236481,,2025-02-06 11:35:03
SISM,IA,Silih-Nara,4.6895,96.525,,2025-02-06 11:35:03
SISMI,IA,SiberutSelatan,-1.78060,99.14018,,2025-02-06 11:35:03
SIUMI,IA,Siberut Utara,-1.126,98.980,,2025-02-06 11:35:03
SJPM,IA,Sentani,-2.5698,140.5029,,2025-02-06 11:35:03
SKJI,IA,Sukabumi,-7.0053,106.5563,,2025-02-06 11:35:03
SKPM,IA,Senggi,-3.4485,140.7256,,2025-02-06 11:35:03
SKSI,IA,Sukakarya,5.8241,95.302368,,2025-02-06 11:35:03
SKSM,IA,Siulak-Mukai,-1.9461,101.35,,2025-02-06 11:35:03
SLBFM,IA,Sekotong-Tengah,-8.7956,115.9336,,2025-02-06 11:35:03
SLSI,IA,Sarolangun,-2.3924,102.5927,,2025-02-06 11:35:03
SLSM,IA,Sungai-Lasi,0.8311,100.6533,,2025-02-06 11:35:03
SMKI,IA,Samarinda,-0.4461,117.2085,,2025-02-06 11:35:03
SMPI,IA,Sarmi,-1.99,138.71,,2025-02-06 11:35:03
SMRI,IA,Semarang,-7.0491,110.4408,,2025-02-06 11:35:03
SMSI,IA,Sumalata,0.9885,122.3654,,2025-02-06 11:35:03
SMSM,IA,Simpati,0.0064,100.1707,,2025-02-06 11:35:03
SNBI,IA,Sirombu,0.932,97.4651,,2025-02-06 11:35:03
SNJI,IA,Sawahan,-7.7808,111.7591,,2025-02-06 11:35:03
SNSI,IA,Sinabang,2.4089,96.3267,,2025-02-06 11:35:03
SOEI,IA,Soei,-9.7553,124.2672,,2025-02-06 11:35:03
SOMPI,IA,Sota,-8.431,141.007,,2025-02-06 11:35:03
SPSI,IA,Sidrap,-3.9646,119.7691,,2025-02-06 11:35:03
SPSJM,IA,Serang-Panjang,-6.6667,107.6137,,2025-02-06 11:35:03
SPSM,IA,Sitellu-Tali-UrangJulu,2.516,98.3737,,2025-02-06 11:35:03
SRBI,IA,Singaraja,-8.0848,115.2126,,2025-02-06 11:35:03
SRMI,IA,Seram-Utara,-2.9415,129.1818,,2025-02-06 11:35:03
SRPI,IA,Serui,-1.8755,136.24,,2025-02-06 11:35:03
SRSI,IA,Sorowako,-2.5315,120.87,,2025-02-06 11:35:03
SSASI,IA,Simeulue Barat,2.830,95.925,,2025-02-06 11:35:03
SSJM,IA,Sukaraja,-6.8872,106.9626,,2025-02-06 11:35:03
SSKI,IA,Singkawang,0.8178,108.96,,2025-02-06 11:35:03
SSMI,IA,Siritaun-WidaTimur,-3.7367,130.8287,,2025-02-06 11:35:03
SSSI,IA,Subulussalam,2.6748,97.9707,,2025-02-06 11:35:03
SSSM,IA,Sangir,-1.5642,101.2375,,2025-02-06 11:35:03
STSI,IA,Silaut,-2.38874,101.04783,,2025-02-06 11:35:03
SUPJI,IA,Sumur,-6.796,105.515,,2025-02-06 11:35:03
SUSM,IA,Sekincau,-5.0212,104.2945,,2025-02-06 11:35:03
SUSPI,IA,SupioriTimur,-0.732,135.734,,2025-02-06 11:35:03
SWCM,IA,Sabbang-Paru,-4.2145,120.0109,,2025-02-06 11:35:03
SWI,IA,Sorong,-0.8628,131.2592,,2025-02-06 11:35:03
SWJI,IA,Sawahan,-7.7349,111.7669,,2025-02-06 11:35:03
SWPM,IA,Sidey,-0.8036,133.5948,,2025-02-06 11:35:03
SYJI,IA,Candi-Abang,-7.811574,110.47111,,2025-02-06 11:35:03
TAGJI,IA,Tanjungsari,-8.077,110.585,,2025-02-06 11:35:03
TAMI,IA,Teluk-Ambon,-3.6764,128.1108,,2025-02-06 11:35:03
TAPSI,IA,Tapango,-3.322,119.249,,2025-02-06 11:35:03
TARAI,IA,Tarakan,3.3271,117.5704,,2025-02-06 11:35:03
TASI,IA,Tanjung-Raya,-0.2991,100.2246,,2025-02-06 11:35:03
TASSI,IA,Tagulandang SiauTagulandangBiaro,2.347,125.386,,2025-02-06 11:35:03
TBCM,IA,Tonra,-4.9118,120.2824,,2025-02-06 11:35:03
TBJI,IA,Tambak-Boyo,-6.8179,111.8481,,2025-02-06 11:35:03
TBJKI,IA,Jaro,-1.847503,115.624908,,2025-02-06 11:35:03
TBKI,IA,Teluk-Bayur,2.136,117.4242,,2025-02-06 11:35:03
TBMCM,IA,Tutuyan,0.714,124.5902,,2025-02-06 11:35:03
TBMUI,IA,TaliabuBarat,-1.900,124.344,,2025-02-06 11:35:03
TDNI,IA,Teluk-Dalam,0.5792,97.815,,2025-02-06 11:35:03
TEBBI,IA,Tejakula,-8.151183,115.373344,,2025-02-06 11:35:03
TGCM,IA,Telaga,0.5199,123.0772,,2025-02-06 11:35:03
TIKSI,IA,Tinondo,-3.977,121.866,,2025-02-06 11:35:03
TIPSI,IA,Tinombo,0.489,120.419,,2025-02-06 11:35:03
TKSM,IA,Tiganderket,3.1374,98.3244,,2025-02-06 11:35:03
TLCM,IA,Tomoni,-2.495,120.772,,2025-02-06 11:35:03
TLE2,IA,Tual,-5.6373,132.7497,,2025-02-06 11:35:03
TMSI,IA,Tondano,1.2948,124.92,,2025-02-06 11:35:03
TMSM,IA,Teramang-Jaya,-2.699658,101.446276,,2025-02-06 11:35:03
TMTMM,IA,Tehoru,-3.298,129.5305,,2025-02-06 11:35:03
TNGI,IA,Tangerang,-6.172,106.647,,2025-02-06 11:35:03
TNTI,IA,Ternate,0.7721,127.3669,,2025-02-06 11:35:03
TOBSI,IA,Toili,-1.446,122.250,,2025-02-06 11:35:03
TOCM,IA,Towuti,-2.648,121.399,,2025-02-06 11:35:03
TOJI,IA,Tomo,-6.7621,108.1344,,2025-02-06 11:35:03
TOLI2,IA,Tolitoli,1.1214,120.7945,,2025-02-06 11:35:03
TOTSI,IA,Tojo,-1.153,121.284,,2025-02-06 11:35:03
TPCI,IA,Taopa,0.4674,121.0993,,2025-02-06 11:35:03
TPI,IA,Tanjung-Pandan,-2.7564,107.6534,,2025-02-06 11:35:03
TPRI,IA,Tanjung-Pinang,0.92,104.32,,2025-02-06 11:35:03
TPSI,IA,Tangse,4.9908,95.9487,,2025-02-06 11:35:03
TPTI,IA,Tapak-Tuan,3.2618,97.1774,,2025-02-06 11:35:03
TRIYO,IA,Sipora-Selatan,-2.0602,99.5831,,2025-02-06 11:35:03
TRPI,IA,Tanah-Merah,-6.0989,140.300157,,2025-02-06 11:35:03
TSI,IA,Tuntungan,3.5012,98.5645,,2025-02-06 11:35:03
TSJM,IA,Tanjungsiang,-6.7319,107.8109,,2025-02-06 11:35:03
TSNI,IA,Tarano,-8.715111,118.250099,,2025-02-06 11:35:03
TSPI,IA,Teminabuan,-1.4733,132.0898,,2025-02-06 11:35:03
TTPSI,IA,Tondong-Talasa,-4.818388,119.761719,,2025-02-06 11:35:03
TTSI,IA,Tana-Toraja,-3.0451,119.819,,2025-02-06 11:35:03
TTSM,IA,Tano-Tombangan-Angkola,1.0855,99.4106,,2025-02-06 11:35:03
TTSMI,IA,TaniwelTimur,-2.864,128.727,,2025-02-06 11:35:03
TUJI,IA,Tumpakrejo,-8.4018,113.7322,,2025-02-06 11:35:03
UGM,IA,Wanagama,-7.9125,110.5219,,2025-02-06 11:35:03
UKCM,IA,Unaaha,-3.5125,122.236,,2025-02-06 11:35:03
ULMSI,IA,Ulumanda,-3.052255,118.874557,,2025-02-06 11:35:03
ULSM,IA,Ulu-Musi,-3.7596,102.7985,,2025-02-06 11:35:03
UMKSI,IA,Ujan Mas,-3.590,102.548,,2025-02-06 11:35:03
UMSSI,IA,Umalulu,-9.897,120.661,,2025-02-06 11:35:03
USFM,IA,Utan,-8.412,117.1411,,2025-02-06 11:35:03
USTI,IA,Umbu-RatuNggay,-9.6543,119.7878,,2025-02-06 11:35:03
UTSI,IA,Ulu-Belu,-5.31257,104.55095,,2025-02-06 11:35:03
UTSM,IA,Ulu-Talo,-4.08339,102.72849,,2025-02-06 11:35:03
UTUSI,IA,Una-Una,-0.427364,121.860561,,2025-02-06 11:35:03
UWJI,IA,Ujung-Watu,-6.4191,110.9474,,2025-02-06 11:35:03
UWNPI,IA,Uwapa,-3.479,135.587,,2025-02-06 11:35:03
WAMI,IA,Wamena,-4.0959,138.95,,2025-02-06 11:35:03
WANPI,IA,Wanggar,-3.421,135.376,,2025-02-06 11:35:03
WBMI,IA,Weda-Barat,0.3275,127.854,,2025-02-06 11:35:03
WBNI,IA,Wera,-8.304,118.913689,,2025-02-06 11:35:03
WBSI,IA,Waikabubak,-9.6411,119.3911,,2025-02-06 11:35:03
WEFM,IA,Wewaria,-8.607,121.7179,,2025-02-06 11:35:03
WFTFM,IA,Wulanggitang,-8.5247,122.7104,,2025-02-06 11:35:03
WGJM,IA,Wringianom,-7.3833,112.5098,,2025-02-06 11:35:03
WHMI,IA,Wasile,1.0825,128.132,,2025-02-06 11:35:03
WKCM,IA,Wolo,-3.493,121.1757,,2025-02-06 11:35:03
WLFM,IA,Wulandoni,-8.5311,123.45,,2025-02-06 11:35:03
WLJI,IA,Wonosalam,-6.8310983,105.8909467,,2025-02-06 11:35:03
WLTFM,IA,Wanasaba,-8.5182,116.5408,,2025-02-06 11:35:03
WMCM,IA,Wita-Ponda,-2.2162,121.622,,2025-02-06 11:35:03
WOJI,IA,Wonogiri,-7.8372,110.9236,,2025-02-06 11:35:03
WRJI,IA,Curahdami,-7.81129,113.74565,,2025-02-06 11:35:03
WSHHI,IA,MabaSelatan,0.764,127.813,,2025-02-06 11:35:03
WSI,IA,Stageof-Sumbawa-Timur,-9.669,120.2977,,2025-02-06 11:35:03
WSJM,IA,Warungkiara,-6.9748,106.7249,,2025-02-06 11:35:03
WSTMM,IA,Werinama,-3.453,129.995,,2025-02-06 11:35:03
WTKSI,IA,WawoniiTimurLaut,-4.03,123.22,,2025-02-06 11:35:03
WUPCM,IA,Wara-Utara,-3.0065,120.193,,2025-02-06 11:35:03
WWCI,IA,Wangi-wangi,-5.2724,123.5251,,2025-02-06 11:35:03
WWPI,IA,Waropen-Bawah,-2.313,136.3773,,2025-02-06 11:35:03
YBYPI,IA,YapenBarat,-1.831,136.063,,2025-02-06 11:35:03
YOGI,IA,Stageof-Sleman,-7.8166,110.295,,2025-02-06 11:35:03
KAPI,II,Kappang,-5.0142,119.7517,,2025-02-06 11:35:03
